gene	meth_pos	meth_density	mean_meth
g13930	0	0	0
g13931	155	7750	4.67
g13932	0	0	0
g13933	10	500	55.2
g13934	10	500	0
g13935	8	400	12.75
g13936	3	150	0
g13937	0	0	0
g13938	7	350	207.14
g13939	5	250	0
g13940	5	250	0
g13941	47	2350	0.11
g13942	32	1600	43.78
g13943	17	850	27.47
g13944	0	0	0
g13945	0	0	0
g13946	57	2850	0.07
g13947	0	0	0
g13948	0	0	0
g13949	23	1150	0.22
g13950	0	0	0
g13951	0	0	0
g13952	9	450	0.11
g13953	0	0	0
g13954	25	1250	0.16
g13955	0	0	0
g13956	0	0	0
g13957	0	0	0
g13958	0	0	0
g13959	17	850	0.06
g13960	0	0	0
g13961	0	0	0
g13962	92	4600	0.34
g13963	0	0	0
g13964	0	0	0
g13965	0	0	0
g13966	0	0	0
g13967	31	1550	1.55
g13968	0	0	0
g13969	0	0	0
g13970	0	0	0
g13971	0	0	0
g13972	5	250	1.6
g13973	0	0	0
g13974	0	0	0
g13975	0	0	0
g13976	0	0	0
g13977	22	1100	0
g13978	1	50	1
g13979	1	50	0
g13980	0	0	0
g13981	0	0	0
g13982	0	0	0
g13983	43	2150	0.09
g13984	0	0	0
g13985	0	0	0
g13986	13	650	0.08
g13987	120	6000	14.92
g13988	4	200	0
g13989	2	100	0
g13990	0	0	0
g13991	190	9500	0.12
g13992	197	9850	0.19
g13993	0	0	0
g13994	6	300	32.5
g13995	3	150	0.67
g13996	0	0	0
g13997	0	0	0
g13998	97	4850	0.51
g13999	107	5350	0.19
g14000	267	13350	0.26
g14001	0	0	0
g14002	0	0	0
g14003	0	0	0
g14004	0	0	0
g14005	0	0	0
g14006	0	0	0
g14007	0	0	0
g14008	0	0	0
g14009	14	700	13.57
g14010	1	50	177
g14011	0	0	0
g14012	4	200	0
g14013	0	0	0
g14014	3	150	0
g14015	1	50	2
g14016	58	2900	0.03
g14017	0	0	0
g14018	3	150	179.33
g14019	0	0	0
g14020	29	1450	0.14
g14021	0	0	0
g14022	0	0	0
g14023	7	350	0
g14024	0	0	0
g14025	20	1000	0.3
g14026	4	200	0
g14027	16	800	4.62
g14028	3	150	1.67
g14029	19	950	0.05
g14030	2	100	0
g14031	17	850	30.88
g14032	0	0	0
g14033	0	0	0
g14034	0	0	0
g14035	0	0	0
g14036	0	0	0
g14037	0	0	0
g14038	1	50	74
g14039	0	0	0
g14040	1	50	69
g14041	53	2650	61.64
g14042	45	2250	176.11
g14043	22	1100	252.55
g14044	83	4150	242.77
g14045	9	450	183.89
g14046	11	550	208.73
g14047	2	100	217.5
g14048	0	0	0
g14049	1	50	125
g14050	0	0	0
g14051	0	0	0
g14052	0	0	0
g14053	4	200	171
g14054	0	0	0
g14055	0	0	0
g14056	0	0	0
g14057	38	1900	0.11
g14058	12	600	0.67
g14059	0	0	0
g14060	2	100	177
g14061	0	0	0
g14062	7	350	189.71
g14063	11	550	0.18
g14064	10	500	0
g14065	0	0	0
g14066	16	800	0.06
g14067	29	1450	0.41
g14068	1	50	177
g14069	2	100	0
g14070	7	350	0
g14071	24	1200	0.12
g14072	0	0	0
g14073	0	0	0
g14074	9	450	0.22
g14075	0	0	0
g14076	0	0	0
g14077	0	0	0
g14078	0	0	0
g14079	0	0	0
g14080	11	550	365.27
g14081	46	2300	168.04
g14082	6	300	0
g14083	43	2150	0.07
g14084	1	50	0
g14085	0	0	0
g14086	0	0	0
g14087	0	0	0
g14088	0	0	0
g14089	0	0	0
g14090	49	2450	0.22
g14091	0	0	0
g14092	0	0	0
g14093	93	4650	0.29
g14094	0	0	0
g14095	0	0	0
g14096	0	0	0
g14097	0	0	0
g14098	0	0	0
g14099	0	0	0
g14100	2	100	173.5
g14101	40	2000	215.12
g14102	15	750	0.33
g14103	0	0	0
g14104	9	450	210.89
g14105	0	0	0
g14106	0	0	0
g14107	0	0	0
g14108	15	750	151.53
g14109	17	850	83.82
g14110	5	250	64.4
g14111	0	0	0
g14112	0	0	0
g14113	0	0	0
g14114	18	900	81.83
g14115	0	0	0
g14116	103	5150	0.38
g14117	5	250	0
g14118	0	0	0
g14119	42	2100	2.64
g14120	102	5100	0.58
g14121	0	0	0
g14122	28	1400	2.32
g14123	0	0	0
g14124	0	0	0
g14125	0	0	0
g14126	0	0	0
g14127	0	0	0
g14128	0	0	0
g14129	0	0	0
g14130	30	1500	0
g14131	10	500	107.1
g14132	25	1250	26.12
g14133	0	0	0
g14134	0	0	0
g14135	0	0	0
g14136	105	5250	0.23
g14137	9	450	0.33
g14138	97	4850	0.51
g14139	84	4200	157.24
g14140	43	2150	0.12
g14141	0	0	0
g14142	0	0	0
g14143	1	50	78
g14144	0	0	0
g14145	0	0	0
g14146	191	9550	0.6
g14147	0	0	0
g14148	0	0	0
g14149	0	0	0
g14150	0	0	0
g14151	0	0	0
g14152	79	3950	0.06
g14153	0	0	0
g14154	0	0	0
g14155	2	100	1
g14156	10	500	0.4
g14157	26	1300	0.08
g14158	0	0	0
g14159	0	0	0
g14160	12	600	0.08
g14161	0	0	0
g14162	51	2550	2.92
g14163	255	12750	0.35
g14164	10	500	26.5
g14165	39	1950	0.54
g14166	4	200	0
g14167	0	0	0
g14168	0	0	0
g14169	0	0	0
g14170	36	1800	0.78
g14171	0	0	0
g14172	18	900	0
g14173	7	350	0.14
g14174	10	500	0
g14175	27	1350	0.04
g14176	5	250	0
g14177	66	3300	1.2
g14178	0	0	0
g14179	6	300	0
g14180	24	1200	0.12
g14181	13	650	0
g14182	0	0	0
g14183	2	100	0
g14184	4	200	0
g14185	0	0	0
g14186	2	100	0
g14187	0	0	0
g14188	51	2550	68.14
g14189	11	550	0.09
g14190	2	100	158
g14191	0	0	0
g14192	0	0	0
g14193	0	0	0
g14194	77	3850	1.92
g14195	0	0	0
g14196	97	4850	0.28
g14197	9	450	1.11
g14198	16	800	0.25
g14199	0	0	0
g14200	0	0	0
g14201	73	3650	7.38
g14202	0	0	0
g14203	72	3600	0.19
g14204	0	0	0
g14205	1	50	165
g14206	87	4350	3.94
g14207	212	10600	0.11
g14208	47	2350	0.04
g14209	89	4450	0.3
g14210	0	0	0
g14211	13	650	56.69
g14212	0	0	0
g14213	0	0	0
g14214	0	0	0
g14215	57	2850	0.07
g14216	0	0	0
g14217	152	7600	0.09
g14218	50	2500	0.14
tRNA-Glu282_gene	0	0	0
g14219	0	0	0
g14220	0	0	0
g14221	23	1150	0.22
tRNA-Pro281_gene	5	250	0
g14222	55	2750	10.33
g14223	18	900	244.17
g14224	10	500	223
g14225	77	3850	198.99
g14226	0	0	0
g14227	0	0	0
g14228	0	0	0
g14229	0	0	0
g14230	0	0	0
g14231	1	50	233
g14232	28	1400	0.11
g14233	235	11750	4.35
g14234	73	3650	0.15
g14235	0	0	0
g14236	0	0	0
g14237	0	0	0
g14238	0	0	0
g14239	0	0	0
g14240	56	2800	337.09
tRNA-Arg283_gene	0	0	0
g14241	0	0	0
g14242	0	0	0
g14243	0	0	0
tRNA-Gln284_gene	0	0	0
g14244	0	0	0
g14245	0	0	0
g14246	128	6400	0.07
g14247	106	5300	0.12
g14248	31	1550	35.26
g14249	43	2150	0.07
g14250	0	0	0
g14251	0	0	0
g14252	44	2200	0.36
g14253	0	0	0
g14254	0	0	0
g14255	0	0	0
g14256	0	0	0
g14257	0	0	0
g14258	0	0	0
g14259	0	0	0
g14260	0	0	0
g14261	0	0	0
g14262	0	0	0
g14263	90	4500	4.1
g14264	0	0	0
g14265	36	1800	0.81
g14266	8	400	190.25
g14267	1	50	195
g14268	174	8700	0.17
g14269	4	200	0
g14270	69	3450	1.36
g14271	1	50	195
g14272	33	1650	3.42
g14273	0	0	0
g14274	12	600	0
g14275	10	500	0
g14276	32	1600	0.72
g14277	10	500	0
g14278	18	900	10.33
g14279	3	150	0
g14280	100	5000	0.72
g14281	18	900	0.11
g14282	60	3000	3.17
g14283	0	0	0
g14284	17	850	0
g14285	6	300	0.17
g14286	11	550	0.09
g14287	0	0	0
g14288	0	0	0
g14289	52	2600	230.33
g14290	2	100	129
g14291	0	0	0
g14292	0	0	0
g14293	29	1450	0.07
g14294	0	0	0
g14295	0	0	0
g14296	0	0	0
g14297	0	0	0
g14298	0	0	0
g14299	0	0	0
g14300	0	0	0
g14301	0	0	0
g14302	17	850	0.71
g14303	0	0	0
g14304	5	250	0
g14305	53	2650	0.53
g14306	0	0	0
g14307	0	0	0
g14308	17	850	0.24
g14309	5	250	41.6
g14310	52	2600	1.06
g14311	1	50	0
g14312	16	800	71.31
g14313	6	300	182.83
g14314	47	2350	0.04
g14315	10	500	0.1
g14316	2	100	0
g14317	0	0	0
g14318	18	900	0.28
g14319	108	5400	0.26
g14320	2	100	113
g14321	11	550	0
g14322	3	150	0.33
g14323	50	2500	31.56
g14324	21	1050	0.05
g14325	14	700	0.14
g14326	6	300	202.33
g14327	81	4050	0.04
g14328	55	2750	1.29
g14329	26	1300	0
g14330	43	2150	0.42
g14331	3	150	2.67
g14332	63	3150	0.19
g14333	0	0	0
g14334	2	100	0
g14335	2	100	182.5
g14336	3	150	179.67
g14337	18	900	0.39
g14338	4	200	9.25
g14339	0	0	0
g14340	0	0	0
g14341	0	0	0
g14342	0	0	0
g14343	151	7550	0.32
g14344	56	2800	0.64
g14345	0	0	0
g14346	2	100	0
g14347	34	1700	0.09
g14348	10	500	0.1
g14349	0	0	0
g14350	0	0	0
g14351	0	0	0
g14352	7	350	1.57
g14353	0	0	0
g14354	0	0	0
g14355	0	0	0
g14356	0	0	0
g14357	130	6500	0.13
g14358	0	0	0
g14359	0	0	0
g14360	15	750	0.27
g14361	0	0	0
g14362	38	1900	9.03
g14363	0	0	0
g14364	46	2300	1.5
g14365	17	850	0.06
g14366	0	0	0
g14367	0	0	0
g14368	39	1950	77.23
g14369	89	4450	0.21
g14370	0	0	0
g14371	0	0	0
g14372	6	300	6.17
g14373	8	400	96.75
g14374	54	2700	0.19
g14375	29	1450	0.21
g14376	15	750	53
g14377	0	0	0
g14378	0	0	0
g14379	0	0	0
g14380	207	10350	9.79
g14381	0	0	0
g14382	0	0	0
g14383	0	0	0
g14384	0	0	0
g14385	33	1650	138.42
g14386	0	0	0
g14387	12	600	14.83
g14388	26	1300	0.58
g14389	2	100	0
g14390	0	0	0
g14391	18	900	0.06
g14392	26	1300	0.04
g14393	0	0	0
g14394	10	500	0.7
g14395	0	0	0
g14396	0	0	0
g14397	0	0	0
g14398	0	0	0
g14399	0	0	0
g14400	0	0	0
g14401	21	1050	0.05
g14402	0	0	0
g14403	0	0	0
g14404	0	0	0
g14405	0	0	0
g14406	40	2000	0.05
g14407	55	2750	1.16
g14408	7	350	0.71
g14409	77	3850	0.23
g14410	10	500	0.2
g14411	11	550	0.18
g14412	41	2050	2.32
g14413	1	50	0
g14414	8	400	25.38
g14415	14	700	0.07
g14416	19	950	58.84
g14417	0	0	0
g14418	0	0	0
g14419	1	50	194
g14420	11	550	33.82
g14421	56	2800	15.02
g14422	0	0	0
g14423	4	200	0
g14424	0	0	0
g14425	0	0	0
g14426	0	0	0
g14427	0	0	0
g14428	0	0	0
g14429	0	0	0
g14430	0	0	0
g14431	0	0	0
g14432	0	0	0
g14433	0	0	0
g14434	0	0	0
g14435	1	50	3
g14436	7	350	2.14
g14437	33	1650	0.45
g14438	48	2400	0.02
g14439	39	1950	0.1
g14440	58	2900	0.1
g14441	50	2500	0.02
g14442	13	650	0.08
g14443	0	0	0
g14444	0	0	0
g14445	0	0	0
g14446	14	700	209.29
g14447	0	0	0
g14448	0	0	0
g14449	0	0	0
g14450	0	0	0
g14451	92	4600	0.7
g14452	2	100	0
g14453	0	0	0
g14454	0	0	0
g14455	23	1150	20.91
g14456	7	350	23.71
g14457	26	1300	14.08
g14458	70	3500	11.37
g14459	113	5650	21.28
g14460	8	400	0
g14461	0	0	0
g14462	0	0	0
g14463	47	2350	97.98
g14464	0	0	0
g14465	0	0	0
g14466	0	0	0
g14467	0	0	0
g14468	2	100	0.5
g14469	70	3500	0.13
g14470	10	500	0.1
g14471	1	50	52
g14472	0	0	0
g14473	2	100	0
g14474	0	0	0
g14475	4	200	0
g14476	58	2900	3.19
g14477	0	0	0
g14478	1	50	0
g14479	13	650	0.31
g14480	0	0	0
g14481	0	0	0
g14482	11	550	195.45
g14483	6	300	35.67
tRNA-Arg286_gene	5	250	154.2
g14484	0	0	0
g14485	78	3900	0.21
g14486	22	1100	0.14
g14487	33	1650	0.12
g14488	0	0	0
g14489	0	0	0
g14490	0	0	0
g14491	0	0	0
g14492	2	100	140.5
g14493	27	1350	3.59
g14494	4	200	0.5
g14495	3	150	0
g14496	20	1000	0.2
g14497	0	0	0
g14498	49	2450	0.82
g14499	0	0	0
g14500	0	0	0
g14501	0	0	0
g14502	87	4350	245.7
g14503	47	2350	193.49
g14504	46	2300	2.57
g14505	0	0	0
g14506	101	5050	264.39
g14507	104	5200	2.35
g14508	3	150	0
g14509	4	200	0.5
g14510	0	0	0
tRNA-Pro285_gene	0	0	0
g14511	18	900	0.06
g14512	0	0	0
g14513	26	1300	0.04
g14514	46	2300	0.59
g14515	118	5900	10.41
g14516	0	0	0
g14517	0	0	0
g14518	0	0	0
g14519	0	0	0
g14520	42	2100	10.33
g14521	0	0	0
g14522	0	0	0
g14523	11	550	0
g14524	50	2500	0
g14525	0	0	0
g14526	65	3250	0.06
g14527	14	700	0
g14528	2	100	0
g14529	2	100	190
g14530	3	150	0
g14531	59	2950	0.02
g14532	175	8750	0.27
g14533	0	0	0
g14534	0	0	0
g14535	3	150	4.33
g14536	0	0	0
g14537	15	750	149.6
g14538	21	1050	175.95
g14539	22	1100	201.59
g14540	0	0	0
g14541	8	400	0.12
g14542	0	0	0
g14543	0	0	0
g14544	0	0	0
g14545	0	0	0
g14546	0	0	0
g14547	0	0	0
g14548	0	0	0
g14549	177	8850	11.95
tRNA-Gln287_gene	0	0	0
g14550	37	1850	0.08
g14551	0	0	0
g14552	0	0	0
g14553	22	1100	0.36
g14554	0	0	0
g14555	0	0	0
g14556	0	0	0
g14557	2	100	186
g14558	48	2400	0.38
g14559	52	2600	0.4
g14560	43	2150	185.02
g14561	0	0	0
g14562	0	0	0
g14563	0	0	0
g14564	0	0	0
g14565	0	0	0
g14566	0	0	0
g14567	0	0	0
g14568	18	900	0.67
g14569	130	6500	5.38
g14570	5	250	0
g14571	1	50	0
g14572	0	0	0
g14573	0	0	0
g14574	0	0	0
g14575	1	50	0
g14576	1	50	31
g14577	0	0	0
g14578	0	0	0
g14579	1	50	0
g14580	2	100	0
g14581	22	1100	0.09
g14582	0	0	0
g14583	4	200	49.5
g14584	1	50	107
g14585	14	700	7.43
g14586	0	0	0
g14587	101	5050	8.55
g14588	12	600	0.17
g14589	16	800	169.06
g14590	0	0	0
g14591	18	900	0.06
g14592	0	0	0
g14593	2	100	176
g14594	19	950	0.47
g14595	3	150	185
g14596	0	0	0
g14597	0	0	0
g14598	150	7500	0.67
g14599	61	3050	0.13
g14600	0	0	0
g14601	0	0	0
g14602	0	0	0
g14603	13	650	0.54
g14604	0	0	0
g14605	0	0	0
g14606	0	0	0
g14607	0	0	0
g14608	0	0	0
g14609	0	0	0
g14610	0	0	0
g14611	6	300	106.5
g14612	0	0	0
g14613	20	1000	0.05
g14614	95	4750	0.07
g14615	25	1250	0.04
g14616	0	0	0
g14617	4	200	0
g14618	7	350	0
g14619	3	150	0
g14620	0	0	0
g14621	7	350	0.86
g14622	59	2950	14.22
g14623	18	900	0.11
g14624	53	2650	0.02
g14625	57	2850	3.39
g14626	4	200	3.25
g14627	6	300	60.33
g14628	13	650	0.08
g14629	0	0	0
g14631	0	0	0
g14632	0	0	0
g14633	4	200	0
g14634	6	300	3.67
g14635	0	0	0
g14636	9	450	0.11
g14637	0	0	0
g14638	0	0	0
g14639	0	0	0
g14640	0	0	0
g14641	0	0	0
g14642	0	0	0
g14643	0	0	0
g14644	0	0	0
g14645	0	0	0
g14647	34	1700	0.06
g14648	7	350	0.29
g14649	27	1350	0.07
g14650	24	1200	0.25
g14651	14	700	0.07
g14652	29	1450	0.07
g14653	19	950	40.84
g14654	0	0	0
g14655	23	1150	0.09
g14656	49	2450	0.04
g14657	9	450	0.11
g14659	12	600	0
g14660	2	100	0.5
g14661	0	0	0
g14662	56	2800	0.05
g14663	8	400	0
g14664	47	2350	0
g14665	44	2200	0.11
g14666	22	1100	0.05
g14667	0	0	0
g14668	0	0	0
g14669	0	0	0
g14670	57	2850	0.11
g14671	51	2550	0.14
g14672	74	3700	4.43
g14673	81	4050	0.12
g14674	2	100	2.5
g14675	1	50	185
g14676	0	0	0
g14677	6	300	1.17
g14678	97	4850	2.24
g14679	339	16950	0.12
g14680	0	0	0
g14681	117	5850	1.32
g14682	0	0	0
g14683	37	1850	39.62
g14684	0	0	0
g14685	86	4300	1.78
g14686	38	1900	0.29
g14687	3	150	0
g14688	0	0	0
g14689	85	4250	0.07
g14690	4	200	0.5
g14691	3	150	0
g14692	0	0	0
g14693	3	150	0
g14694	0	0	0
g14695	14	700	193
g14696	11	550	221.91
g14697	0	0	0
g14698	129	6450	48.12
g14699	24	1200	18.25
g14700	6	300	0
g14701	0	0	0
g14702	0	0	0
g14703	99	4950	5.4
g14704	24	1200	0.04
g14705	0	0	0
g14706	0	0	0
g14707	2	100	0
g14708	148	7400	0.22
g14709	1	50	0
g14710	76	3800	2.37
g14711	46	2300	0.04
g14712	0	0	0
g14713	31	1550	0.13
g14714	14	700	0
g14715	29	1450	0.55
g14716	44	2200	7.64
g14717	0	0	0
g14718	0	0	0
g14719	0	0	0
g14720	0	0	0
g14721	11	550	125.91
g14722	0	0	0
g14723	1	50	162
g14724	0	0	0
g14725	0	0	0
g14726	2	100	145
g14727	9	450	147.22
g14728	0	0	0
g14729	33	1650	0.24
g14730	81	4050	0.07
g14731	0	0	0
g14732	73	3650	0.21
g14733	0	0	0
g14734	214	10700	0.22
g14735	0	0	0
g14736	0	0	0
g14737	83	4150	0.06
g14738	26	1300	20.85
g14739	0	0	0
g14740	1	50	128
g14741	0	0	0
g14742	0	0	0
g14743	0	0	0
g14744	0	0	0
g14745	3	150	0
g14746	47	2350	0.15
g14747	0	0	0
g14748	1	50	154
g14749	2	100	0
g14750	92	4600	11.22
g14751	0	0	0
g14752	0	0	0
g14753	0	0	0
g14754	118	5900	397.06
g14755	0	0	0
g14756	58	2900	0.22
g14757	2	100	210.5
g14758	0	0	0
g14759	21	1050	2.24
g14760	0	0	0
g14761	9	450	0.67
g14762	8	400	0
g14763	0	0	0
g14764	1	50	1
g14765	109	5450	0.07
g14766	1	50	122
g14767	1	50	188
g14768	2	100	0
g14769	14	700	25
g14770	64	3200	0.05
g14771	0	0	0
g14772	0	0	0
g14773	23	1150	0.04
g14774	0	0	0
g14775	2	100	0
g14776	31	1550	0.03
g14777	7	350	1.57
g14778	0	0	0
g14779	0	0	0
g14780	48	2400	0.08
g14781	0	0	0
g14782	0	0	0
g14783	0	0	0
g14784	0	0	0
g14785	0	0	0
g14786	0	0	0
g14787	0	0	0
g14788	0	0	0
g14789	0	0	0
g14790	0	0	0
g14791	0	0	0
g14792	0	0	0
g14793	0	0	0
g14794	0	0	0
g14795	0	0	0
g14796	0	0	0
g14797	0	0	0
g14798	0	0	0
g14799	0	0	0
g14800	0	0	0
g14801	0	0	0
g14802	0	0	0
g14803	0	0	0
g14804	0	0	0
g14805	0	0	0
g14806	9	450	89.11
g14807	0	0	0
g14808	0	0	0
g14809	71	3550	0.11
g14810	19	950	0.05
g14811	0	0	0
g14812	0	0	0
g14813	0	0	0
g14814	0	0	0
g14815	0	0	0
g14816	0	0	0
g14817	157	7850	3.46
g14818	0	0	0
g14819	0	0	0
g14820	0	0	0
g14821	0	0	0
g14822	0	0	0
g14823	0	0	0
g14824	1	50	128
g14825	0	0	0
g14826	0	0	0
g14827	14	700	16.14
g14828	0	0	0
g14829	3	150	326.33
g14830	0	0	0
g14831	0	0	0
g14832	0	0	0
g14833	0	0	0
g14834	0	0	0
g14835	0	0	0
g14836	0	0	0
g14837	0	0	0
g14838	0	0	0
g14839	0	0	0
g14840	0	0	0
g14841	121	6050	0.12
g14842	0	0	0
g14843	0	0	0
g14844	0	0	0
g14845	0	0	0
g14846	1	50	0
g14847	0	0	0
g14848	0	0	0
g14849	0	0	0
g14850	1	50	0
g14851	13	650	0
g14852	26	1300	4.65
g14853	3	150	65.33
g14854	0	0	0
g14855	0	0	0
g14856	37	1850	0.11
g14857	57	2850	5.95
g14858	71	3550	0.01
g14859	112	5600	0.04
g14860	0	0	0
g14861	4	200	0.5
g14862	0	0	0
g14863	0	0	0
g14864	51	2550	1.73
g14865	0	0	0
g14866	52	2600	0.02
g14867	123	6150	0.19
g14868	19	950	0.11
g14869	0	0	0
g14870	21	1050	0.1
g14871	10	500	0.2
g14872	0	0	0
g14873	95	4750	1.15
g14874	26	1300	0.38
g14875	0	0	0
g14876	5	250	116.6
g14877	0	0	0
g14878	27	1350	14.93
g14879	8	400	122.62
g14880	0	0	0
g14881	24	1200	0.04
g14882	76	3800	2.64
g14883	3	150	237.67
g14884	19	950	0.47
g14885	22	1100	0
g14886	38	1900	0.21
g14887	53	2650	0.17
g14888	0	0	0
g14889	73	3650	6.71
g14890	50	2500	0.12
g14891	19	950	0
g14892	0	0	0
g14894	0	0	0
g14895	20	1000	0
g14896	83	4150	0.1
g14897	33	1650	0.03
g14898	19	950	17.37
g14899	4	200	0.25
g14900	4	200	0.25
g14901	44	2200	0.09
g14902	109	5450	0.28
g14903	25	1250	72.08
g14904	56	2800	0.27
g14905	0	0	0
g14906	0	0	0
g14907	0	0	0
g14908	77	3850	0.21
g14909	3	150	0
g14910	163	8150	6.04
g14911	15	750	0.67
g14912	20	1000	1.05
tRNA-Lys288_gene	0	0	0
tRNA-Lys289_gene	0	0	0
g14913	52	2600	0.15
g14914	76	3800	0.93
g14915	8	400	0.12
g14916	0	0	0
g14917	4	200	0.25
g14918	0	0	0
g14919	32	1600	0.06
g14920	9	450	0
g14921	23	1150	51.09
g14922	98	4900	0.23
g14923	3	150	191.33
g14924	7	350	199
g14926	72	3600	0.74
g14927	21	1050	43.86
g14928	41	2050	47.49
g14929	102	5100	8.16
g14930	0	0	0
g14931	0	0	0
g14932	12	600	0
g14933	6	300	0.33
g14934	0	0	0
g14935	0	0	0
g14936	16	800	131.31
g14937	0	0	0
g14938	19	950	80.16
g14939	68	3400	0.12
g14940	24	1200	0.08
g14941	26	1300	0.08
g14942	1	50	0
g14943	0	0	0
g14944	1	50	201
g14945	0	0	0
g14946	0	0	0
g14947	0	0	0
g14948	0	0	0
g14949	8	400	0
g14950	0	0	0
g14951	0	0	0
g14952	0	0	0
g14953	26	1300	498.27
g14954	0	0	0
g14955	0	0	0
g14956	0	0	0
g14957	5	250	98.8
g14958	0	0	0
g14959	0	0	0
g14960	25	1250	219.76
g14961	29	1450	208.07
g14962	76	3800	251.07
g14963	2	100	117
g14964	0	0	0
g14965	0	0	0
g14966	38	1900	0.13
g14967	18	900	204.56
g14968	59	2950	0.15
g14969	10	500	0
g14970	26	1300	0.12
g14971	0	0	0
g14972	111	5550	0.13
g14973	34	1700	0.21
g14974	30	1500	0.17
g14975	0	0	0
g14976	5	250	264.8
g14977	24	1200	0.33
g14978	0	0	0
g14979	4	200	17.75
g14980	0	0	0
g14981	0	0	0
g14982	1	50	0
g14983	0	0	0
g14984	18	900	0.17
g14985	0	0	0
g14986	34	1700	19.85
g14987	25	1250	90.08
g14988	23	1150	0.04
g14989	99	4950	0.83
g14990	13	650	0
g14991	19	950	0.32
g14992	8	400	0
g14993	0	0	0
g14994	0	0	0
g14995	0	0	0
g14996	0	0	0
g14997	0	0	0
g14998	0	0	0
g14999	75	3750	0.09
g15000	22	1100	0.32
g15001	0	0	0
g15002	0	0	0
g15003	0	0	0
g15004	0	0	0
g15005	44	2200	186.02
g15006	0	0	0
g15007	0	0	0
g15008	5	250	0.4
g15009	2	100	0
g15010	17	850	0.76
g15011	20	1000	0.2
g15012	20	1000	0.6
g15013	6	300	0
g15014	10	500	0.1
g15015	0	0	0
g15016	40	2000	0.05
g15017	284	14200	0.24
g15018	0	0	0
g15019	26	1300	0.23
g15020	91	4550	0.3
g15021	77	3850	0.12
g15022	98	4900	0.34
g15023	38	1900	19.87
g15024	74	3700	0.14
g15025	0	0	0
g15026	6	300	0
g15027	37	1850	6.97
g15028	0	0	0
g15029	5	250	3.4
g15030	30	1500	49.83
g15031	64	3200	0.11
g15032	2	100	52.5
g15033	2	100	5
g15034	15	750	0.07
g15035	19	950	9.26
g15036	5	250	0
g15037	0	0	0
g15038	0	0	0
g15039	23	1150	40.17
g15040	53	2650	0.08
g15041	10	500	0.2
g15042	3	150	0.33
g15043	0	0	0
g15044	4	200	0
g15045	47	2350	0.51
g15046	7	350	0
g15047	0	0	0
g15048	0	0	0
g15049	0	0	0
g15050	68	3400	0.03
tRNA-Ala290_gene	0	0	0
g15051	67	3350	7.75
g15052	6	300	0.17
g15053	3	150	0
g15054	61	3050	0.28
g15055	0	0	0
g15056	0	0	0
g15057	0	0	0
g15058	0	0	0
g15059	0	0	0
g15060	0	0	0
g15061	0	0	0
g15062	0	0	0
g15063	14	700	0
g15064	56	2800	0.05
g15065	16	800	0.06
g15066	43	2150	0.12
g15067	129	6450	1.85
g15068	157	7850	0.17
g15069	6	300	187.67
g15070	0	0	0
g15071	0	0	0
g15072	77	3850	0.23
g15073	63	3150	0.16
g15074	1	50	0
g15075	24	1200	0.04
g15076	169	8450	0.24
g15077	20	1000	4.1
g15078	9	450	0.22
g15079	30	1500	0.17
g15080	20	1000	0.15
g15081	23	1150	0.04
g15082	46	2300	0.07
g15083	20	1000	0.05
g15084	0	0	0
g15085	0	0	0
g15086	2	100	0
g15087	16	800	0
g15088	88	4400	0.15
g15089	0	0	0
g15090	4	200	18.75
g15091	21	1050	0.05
g15092	1	50	0
g15093	0	0	0
g15094	1	50	195
g15095	0	0	0
g15096	0	0	0
g15097	0	0	0
g15098	28	1400	0.18
g15099	0	0	0
g15100	0	0	0
g15101	0	0	0
g15102	0	0	0
g15103	0	0	0
g15104	0	0	0
g15105	22	1100	11.36
g15106	8	400	186.38
g15107	0	0	0
g15108	10	500	14.6
g15109	17	850	3.18
g15110	25	1250	0.08
g15111	20	1000	0.35
g15112	8	400	127.62
g15113	179	8950	0.04
g15114	3	150	107
g15115	6	300	6.67
g15116	39	1950	0.49
g15117	0	0	0
g15118	0	0	0
g15119	19	950	0.16
g15120	6	300	0
g15121	68	3400	0.31
g15122	0	0	0
g15123	0	0	0
g15124	268	13400	0.47
g15125	0	0	0
g15126	0	0	0
g15127	0	0	0
g15128	6	300	26
g15129	124	6200	0.66
g15130	96	4800	0.08
g15131	25	1250	0.36
g15132	121	6050	0.13
g15133	126	6300	0.33
g15134	3	150	0
g15135	0	0	0
g15136	1	50	0
g15137	19	950	6.32
g15138	45	2250	0.22
g15139	72	3600	0.68
g15140	19	950	0.05
g15141	18	900	0.67
g15142	0	0	0
g15143	0	0	0
g15144	0	0	0
g15145	0	0	0
g15146	17	850	249.41
g15147	0	0	0
g15148	0	0	0
g15149	0	0	0
g15150	0	0	0
g15151	0	0	0
g15152	0	0	0
g15153	4	200	132.75
g15154	142	7100	198.36
g15155	9	450	379.67
g15156	56	2800	523.05
g15157	0	0	0
g15158	0	0	0
g15159	0	0	0
g15160	0	0	0
g15161	28	1400	305.82
g15162	4	200	359.5
g15163	23	1150	240.83
g15164	2	100	5
g15165	0	0	0
g15166	401	20050	1.67
g15167	3	150	0
g15168	0	0	0
g15169	0	0	0
g15170	0	0	0
g15171	0	0	0
g15172	4	200	0
g15173	0	0	0
g15174	0	0	0
g15175	1	50	1
g15176	20	1000	0
g15177	15	750	0
g15178	44	2200	0.07
